keyword,canonical_form,cluster_id,freq
RES,RES,RES,1
smart grids,smart grids,smart grids,1
Green polymers,Green polymers,Green polymers,1
circular concrete,circular concrete,circular concrete,1
fracture energy,fracture energy,fracture energy,1
recycled plastic aggregates,recycled plastic aggregates,recycled plastic aggregates,1
Printed circuit board (PCB),Printed circuit board (PCB),Printed circuit board (PCB),1
B2B market,B2B market,B2B market,1
morphological framework,morphological framework,morphological framework,1
sharing business models,sharing business models,sharing business models,1
Potential economic value,Potential economic value,Potential economic value,1
bibliometric literature review,bibliometric literature review,bibliometric literature review,1
Bio-fertilizer,Bio-fertilizer,Bio-fertilizer,2
Onboard management,Onboard management,Onboard management,1
Policy for management,Policy for management,Policy for management,1
multidimensional modeling,multidimensional modeling,multidimensional modeling,1
urban waste management,urban waste management,urban waste management,1
Extended producer liability,Extended producer liability,Extended producer liability,1
Multi stakeholder’s perspective,Multi stakeholder’s perspective,Multi stakeholder’s perspective,1
Plastic manufacturing,Plastic manufacturing,Plastic manufacturing,1
Recycling usage,Recycling usage,Recycling usage,1
Data requirements,Data requirements,Data requirements,1
Stakeholder identification,Stakeholder identification,Stakeholder identification,1
Dichloromethane absorption,Dichloromethane absorption,Dichloromethane absorption,1
Interfacial mass transfer,Interfacial mass transfer,Interfacial mass transfer,1
Lattice Boltzmann method,Lattice Boltzmann method,Lattice Boltzmann method,1
Rayleigh convection,Rayleigh convection,Rayleigh convection,1
Glass packaging waste,Glass packaging waste,Glass packaging waste,1
Metallic packaging waste,Metallic packaging waste,Metallic packaging waste,1
Chrome-tanned leather residues,Chrome-tanned leather residues,Chrome-tanned leather residues,1
China's green low-carbon circular economy,China's green low-carbon circular economy,China's green low-carbon circular economy,1
Regional unevenness,Regional unevenness,Regional unevenness,1
Synergy effects,Synergy effects,Synergy effects,1
Beaches cleanups,Beaches cleanups,Beaches cleanups,1
Marine litter management,Marine litter management,Marine litter management,1
Marine litter pollution,Marine litter pollution,Marine litter pollution,1
Oceanic island,Oceanic island,Oceanic island,1
LIFE Enrich project,LIFE Enrich project,LIFE Enrich project,1
Sustainable life cycle analysis,Sustainable life cycle analysis,Sustainable life cycle analysis,1
Water resource recovery factory (WRRF),Water resource recovery factory (WRRF),Water resource recovery factory (WRRF),1
exercise monitoring,exercise monitoring,exercise monitoring,1
spent catalysts,spent catalysts,spent catalysts,1
triboelectrics,triboelectrics,triboelectrics,1
GCC,GCC,GCC,2
inclusive innovation,inclusive innovation,inclusive innovation,1
innovation policy,innovation policy,innovation policy,2
mission economy,mission economy,mission economy,1
DOSY,DOSY,DOSY,1
re-extrusion cycles,re-extrusion cycles,re-extrusion cycles,1
recycled PLA filaments,recycled PLA filaments,recycled PLA filaments,1
ARCADIA,ARCADIA,ARCADIA,1
composting industry,composting industry,composting industry,1
heavy-duty machinery,heavy-duty machinery,heavy-duty machinery,1
hyperconnected platform,hyperconnected platform,hyperconnected platform,1
Model-Based Systems Engineering,Model-Based Systems Engineering,Model-Based Systems Engineering,1
Physical Internet,Physical Internet,Physical Internet,1
Internet recycling,Internet recycling,Internet recycling,1
Business and natural environment,Business and natural environment,Business and natural environment,1
Metaphors,Metaphors,Metaphors,2
Paradigm,Paradigm,Paradigm,1
ceramic formulations,ceramic formulations,ceramic formulations,1
eggshell waste,eggshell waste,eggshell waste,1
EU mobility,EU mobility,EU mobility,1
Monitoring and simulation,Monitoring and simulation,Monitoring and simulation,1
matching algorithms,matching algorithms,matching algorithms,1
Factor analyses,Factor analyses,Factor analyses,1
Indian automotive industry,Indian automotive industry,Indian automotive industry,1
Stakeholders' perspectives,Stakeholders' perspectives,Stakeholders' perspectives,1
Access to finance,Access to finance,Access to finance,1
challenges sustainability,challenges sustainability,challenges sustainability,1
Electrical equipment manufacturing,Electrical equipment manufacturing,Electrical equipment manufacturing,1
UNI/TS 11820,UNI/TS 11820,UNI/TS 11820,1
"Circular economy, Partial Least Square Structural Equation Modelling","Circular economy, Partial Least Square Structural Equation Modelling","Circular economy, Partial Least Square Structural Equation Modelling",1
DFX,DFX,DFX,1
Guideline,Guideline,Guideline,2
Epistemic competencies,Epistemic competencies,Epistemic competencies,1
Knowledge integration,Knowledge integration,Knowledge integration,1
Electrochemical performances,Electrochemical performances,Electrochemical performances,1
Hydro-metallurgical processes,Hydro-metallurgical processes,Hydro-metallurgical processes,1
livestock feed,livestock feed,livestock feed,1
low-income country,low-income country,low-income country,1
smallholder,smallholder,smallholder,1
Deacetylated product,Deacetylated product,Deacetylated product,1
N-Acetylated product,N-Acetylated product,N-Acetylated product,1
Holt-Winters,Holt-Winters,Holt-Winters,1
KEMIRA,KEMIRA,KEMIRA,1
aromatized wine-type beverage,aromatized wine-type beverage,aromatized wine-type beverage,1
Mavrud,Mavrud,Mavrud,1
Rosa damascenaMill,Rosa damascenaMill,Rosa damascenaMill,1
rosé wine,rosé wine,rosé wine,1
enhanced weathering,enhanced weathering,enhanced weathering,1
High performance liquid chromatography - mass spectrometry,High performance liquid chromatography - mass spectrometry,High performance liquid chromatography - mass spectrometry,1
High temperature gel permeation chromatography,High temperature gel permeation chromatography,High temperature gel permeation chromatography,1
Thermodesorption gas chromatography,Thermodesorption gas chromatography,Thermodesorption gas chromatography,1
circular economy and regeneration,circular economy and regeneration,circular economy and regeneration,1
protecting the commons,protecting the commons,protecting the commons,1
Spirulina sp,Spirulina sp,Spirulina sp,1
natural pigment recovery,natural pigment recovery,natural pigment recovery,1
solvent-free extraction,solvent-free extraction,solvent-free extraction,1
biodegradable pot,biodegradable pot,biodegradable pot,1
coco coir,coco coir,coco coir,1
extracellular enzyme acidity,extracellular enzyme acidity,extracellular enzyme acidity,1
Jiffypot<sup>®</sup>,Jiffypot<sup>®</sup>,Jiffypot<sup>®</sup>,1
energy system,energy system,energy system,1
Environment exposure pathway,Environment exposure pathway,Environment exposure pathway,1
Wastewater treatment works,Wastewater treatment works,Wastewater treatment works,1
safer solvent,safer solvent,safer solvent,1
Performance indicator,Performance indicator,Performance indicator,1
bitumen alternative,bitumen alternative,bitumen alternative,1
circular binder,circular binder,circular binder,1
tall oil pitch,tall oil pitch,tall oil pitch,1
Bisphenol a,Bisphenol a,Bisphenol a,1
per- and polyfluoroalkyl substances,per- and polyfluoroalkyl substances,per- and polyfluoroalkyl substances,1
Zero-emission cities,Zero-emission cities,Zero-emission cities,1
Telecommunication,Telecommunication,Telecommunication,1
crystallinity,crystallinity,crystallinity,2
melt viscosity,melt viscosity,melt viscosity,1
polyester elastomer,polyester elastomer,polyester elastomer,1
recycled polymer,recycled polymer,recycled polymer,2
thermoplastic polyether ester elastomer,thermoplastic polyether ester elastomer,thermoplastic polyether ester elastomer,1
antiplatelet activity,antiplatelet activity,antiplatelet activity,2
aquafaba,aquafaba,aquafaba,1
red grape pomace,red grape pomace,red grape pomace,1
tahini,tahini,tahini,1
Industrial sludge,Industrial sludge,Industrial sludge,1
Adaptive approach,Adaptive approach,Adaptive approach,1
Multi-scale approach,Multi-scale approach,Multi-scale approach,1
Theoretical guideline,Theoretical guideline,Theoretical guideline,1
Aspergillus,Aspergillus,Aspergillus,1
carbohydrases,carbohydrases,carbohydrases,1
protein digestibility,protein digestibility,protein digestibility,2
Health system,Health system,Health system,1
Health system resilience,Health system resilience,Health system resilience,1
Ventilator,Ventilator,Ventilator,1
Winemaking,Winemaking,Winemaking,1
Taguchi,Taguchi,Taguchi,3
Environmental taxes,Environmental taxes,Environmental taxes,2
MMQR method,MMQR method,MMQR method,1
Scaling strategies,Scaling strategies,Scaling strategies,1
gold ore,gold ore,gold ore,1
Radiata pine bark wax,Radiata pine bark wax,Radiata pine bark wax,1
Xenobiotics,Xenobiotics,Xenobiotics,1
Bio-sourced brick,Bio-sourced brick,Bio-sourced brick,1
Decrement factor,Decrement factor,Decrement factor,1
Thermal inertia,Thermal inertia,Thermal inertia,1
Time lag,Time lag,Time lag,1
hibernation,hibernation,hibernation,1
logit regression,logit regression,logit regression,1
multinomial logit regression,multinomial logit regression,multinomial logit regression,1
smartphones,smartphones,smartphones,2
Economy index,Economy index,Economy index,1
IOT,IOT,IOT,1
Packaging efficiency,Packaging efficiency,Packaging efficiency,1
fish myofibrillar protein,fish myofibrillar protein,fish myofibrillar protein,1
fish protein concentrate (FPC),fish protein concentrate (FPC),fish protein concentrate (FPC),1
Catalyst loading,Catalyst loading,Catalyst loading,1
energy-saving potential,energy-saving potential,energy-saving potential,1
entropy weight method,entropy weight method,entropy weight method,1
Tokenization,Tokenization,Tokenization,2
CFBC technology,CFBC technology,CFBC technology,1
slag waste,slag waste,slag waste,1
Low concentration,Low concentration,Low concentration,1
Natural reductants,Natural reductants,Natural reductants,1
Pesticide removal,Pesticide removal,Pesticide removal,1
Photo-degradation,Photo-degradation,Photo-degradation,1
Mine reclamation,Mine reclamation,Mine reclamation,1
Sealing layer,Sealing layer,Sealing layer,2
Water retention capacity,Water retention capacity,Water retention capacity,1
ethnographic and action research,ethnographic and action research,ethnographic and action research,1
sensemaking,sensemaking,sensemaking,2
animal waste,animal waste,animal waste,2
production scale,production scale,production scale,1
Paradoxical tension,Paradoxical tension,Paradoxical tension,1
MMC,MMC,MMC,1
Si<sub>3</sub>N<sub>4</sub>,Si<sub>3</sub>N<sub>4</sub>,Si<sub>3</sub>N<sub>4</sub>,1
SiC,SiC,SiC,1
Institutional pressures,Institutional pressures,Institutional pressures,3
Intangible resources,Intangible resources,Intangible resources,1
Tangible resources,Tangible resources,Tangible resources,1
BERT,BERT,BERT,1
NLP tools,NLP tools,NLP tools,1
Q&A module,Q&A module,Q&A module,1
sustainable system,sustainable system,sustainable system,1
digital sources of information,digital sources of information,digital sources of information,1
elaboration likelihood model,elaboration likelihood model,elaboration likelihood model,1
marketing communication,marketing communication,marketing communication,1
Solvent-resistant ultrafiltration,Solvent-resistant ultrafiltration,Solvent-resistant ultrafiltration,1
policy targets,policy targets,policy targets,1
socioeconomic effects,socioeconomic effects,socioeconomic effects,1
C&D Waste,C&D Waste,C&D Waste,1
Physical-mechanical properties,Physical-mechanical properties,Physical-mechanical properties,2
High ammonium nitrogen concentration,High ammonium nitrogen concentration,High ammonium nitrogen concentration,1
Motor rest area (MRA),Motor rest area (MRA),Motor rest area (MRA),1
decolonization,decolonization,decolonization,1
economic inequalities,economic inequalities,economic inequalities,1
garment durability,garment durability,garment durability,1
regional disparities,regional disparities,regional disparities,1
waste colonialism,waste colonialism,waste colonialism,1
alternative protein source,alternative protein source,alternative protein source,1
human food,human food,human food,1
Opuntia ficus indica,Opuntia ficus indica,Opuntia ficus indica,1
Tenebrio molitor rearing,Tenebrio molitor rearing,Tenebrio molitor rearing,1
terahertz imaging,terahertz imaging,terahertz imaging,1
terahertz spectroscopy,terahertz spectroscopy,terahertz spectroscopy,1
Building circularity indicators,Building circularity indicators,Building circularity indicators,2
Repair companies,Repair companies,Repair companies,1
Service convenience,Service convenience,Service convenience,1
plastic production,plastic production,plastic production,1
Hydrothermal reaction,Hydrothermal reaction,Hydrothermal reaction,1
Plasma pre-treatment,Plasma pre-treatment,Plasma pre-treatment,1
Evolutionary engineering,Evolutionary engineering,Evolutionary engineering,1
Global transcriptional regulation,Global transcriptional regulation,Global transcriptional regulation,1
2G fermentable sugar,2G fermentable sugar,2G fermentable sugar,1
Microbial consortium,Microbial consortium,Microbial consortium,1
biotechnological and agricultural applications,biotechnological and agricultural applications,biotechnological and agricultural applications,1
chlamydospores,chlamydospores,chlamydospores,1
conidia,conidia,conidia,1
industrial enzymes,industrial enzymes,industrial enzymes,2
laser light,laser light,laser light,1
protease,protease,protease,3
sub-product valorization,sub-product valorization,sub-product valorization,1
abandoned infrastructure,abandoned infrastructure,abandoned infrastructure,1
human welfare,human welfare,human welfare,1
leisure time,leisure time,leisure time,1
natural spaces,natural spaces,natural spaces,1
ceramic industry,ceramic industry,ceramic industry,1
context analysis,context analysis,context analysis,1
dematerialisation,dematerialisation,dematerialisation,1
foundation industries,foundation industries,foundation industries,1
alkoxide catalysts,alkoxide catalysts,alkoxide catalysts,1
green glycolysis,green glycolysis,green glycolysis,1
Drinking water treatment plants,Drinking water treatment plants,Drinking water treatment plants,1
Quartzite tailings,Quartzite tailings,Quartzite tailings,1
PC building,PC building,PC building,1
aeronautical biofuel,aeronautical biofuel,aeronautical biofuel,1
Colombian PESTEL,Colombian PESTEL,Colombian PESTEL,1
ECOCANVAS,ECOCANVAS,ECOCANVAS,1
SAF policies,SAF policies,SAF policies,1
Sustainable Aviation Fuel (SAF),Sustainable Aviation Fuel (SAF),Sustainable Aviation Fuel (SAF),1
multiple case study,multiple case study,multiple case study,1
Dual carbon,Dual carbon,Dual carbon,1
Carbon pricing,Carbon pricing,Carbon pricing,2
Process system engineering,Process system engineering,Process system engineering,1
CO<sub>2</sub>-EOR,CO<sub>2</sub>-EOR,CO<sub>2</sub>-EOR,1
Global circular economy,Global circular economy,Global circular economy,1
Nationally determined contribution (NDC),Nationally determined contribution (NDC),Nationally determined contribution (NDC),1
Utilization and storage (CCUS),Utilization and storage (CCUS),Utilization and storage (CCUS),1
dredged sediments,dredged sediments,dredged sediments,2
toxicity,toxicity,toxicity,2
UN SDG 14: Life below water,UN SDG 14: Life below water,UN SDG 14: Life below water,1
UN SDG 17: Partnerships for the goals,UN SDG 17: Partnerships for the goals,UN SDG 17: Partnerships for the goals,2
UN SDG 8: Decent work and economic growth,UN SDG 8: Decent work and economic growth,UN SDG 8: Decent work and economic growth,1
"UN SDG 9: Industry, innovation and infrastructure","UN SDG 9: Industry, innovation and infrastructure","UN SDG 9: Industry, innovation and infrastructure",5
Dry-hopping,Dry-hopping,Dry-hopping,1
Hops,Hops,Hops,1
Sensory evaluation,Sensory evaluation,Sensory evaluation,1
user behavior,user behavior,user behavior,1
Chlorella sorokiniana TH01,Chlorella sorokiniana TH01,Chlorella sorokiniana TH01,1
Reducing sugar hydrolysate,Reducing sugar hydrolysate,Reducing sugar hydrolysate,1
bamboo particles,bamboo particles,bamboo particles,1
bio composite,bio composite,bio composite,1
impact sensor,impact sensor,impact sensor,1
PVDF,PVDF,PVDF,2
calcining parameters,calcining parameters,calcining parameters,1
hydroxyapatite ash,hydroxyapatite ash,hydroxyapatite ash,1
meat-bone meal,meat-bone meal,meat-bone meal,2
rotary kiln,rotary kiln,rotary kiln,1
Level of innovation,Level of innovation,Level of innovation,3
Risk aversion,Risk aversion,Risk aversion,3
Sensory appeal,Sensory appeal,Sensory appeal,1
Technology acceptance model,Technology acceptance model,Technology acceptance model,2
comparative study,comparative study,comparative study,1
design method,design method,design method,1
mechanical behaviours,mechanical behaviours,mechanical behaviours,1
raw earth materials,raw earth materials,raw earth materials,1
sheep wool fibres,sheep wool fibres,sheep wool fibres,1
Caprolactam,Caprolactam,Caprolactam,1
Synthetic textile,Synthetic textile,Synthetic textile,1
Chrome removal,Chrome removal,Chrome removal,1
Cleaner leather processing,Cleaner leather processing,Cleaner leather processing,1
Tannery effluent management,Tannery effluent management,Tannery effluent management,1
individual polyphenols,individual polyphenols,individual polyphenols,1
silverskin,silverskin,silverskin,1
spent coffee ground,spent coffee ground,spent coffee ground,1
partial calcination,partial calcination,partial calcination,1
ZnO/UiO66-NH <sub>2</sub> heterojunctions,ZnO/UiO66-NH <sub>2</sub> heterojunctions,ZnO/UiO66-NH <sub>2</sub> heterojunctions,1
carboxylates,carboxylates,carboxylates,2
chain elongation,chain elongation,chain elongation,1
microbial recycling,microbial recycling,microbial recycling,1
mixed culture,mixed culture,mixed culture,1
Construction and demolition waste classification,Construction and demolition waste classification,Construction and demolition waste classification,1
Deep residual network,Deep residual network,Deep residual network,1
Malmquist,Malmquist,Malmquist,1
rural revitalization,rural revitalization,rural revitalization,1
Hydraulic lime,Hydraulic lime,Hydraulic lime,1
Phase change materials (PCMs),Phase change materials (PCMs),Phase change materials (PCMs),2
high-tech metals,high-tech metals,high-tech metals,1
mineralogical waste characterization,mineralogical waste characterization,mineralogical waste characterization,1
roasted pyrite,roasted pyrite,roasted pyrite,1
untapped resources,untapped resources,untapped resources,1
Flexible all-solid-state supercapacitor,Flexible all-solid-state supercapacitor,Flexible all-solid-state supercapacitor,1
Hierarchical structure and bioinspiration,Hierarchical structure and bioinspiration,Hierarchical structure and bioinspiration,1
sugar content,sugar content,sugar content,1
washing,washing,washing,2
Circular economy business,Circular economy business,Circular economy business,2
Drivers and inhibitors,Drivers and inhibitors,Drivers and inhibitors,1
Finance,Finance,Finance,3
animal health,animal health,animal health,1
insect-derived products,insect-derived products,insect-derived products,1
livestock feeds,livestock feeds,livestock feeds,1
Smart mobility,Smart mobility,Smart mobility,2
Foresight study,Foresight study,Foresight study,1
Simulation modelling,Simulation modelling,Simulation modelling,1
Mixed integer programming model,Mixed integer programming model,Mixed integer programming model,1
Alkali-activated binders,Alkali-activated binders,Alkali-activated binders,1
Sustainable cements,Sustainable cements,Sustainable cements,1
Food packaging design,Food packaging design,Food packaging design,1
Quality function deployment,Quality function deployment,Quality function deployment,3
advanced oxidation processes,advanced oxidation processes,advanced oxidation processes,2
circular economy in wastewater,circular economy in wastewater,circular economy in wastewater,1
solar process,solar process,solar process,1
wastewater management,wastewater management,wastewater management,3
head space solid phase microextraction,head space solid phase microextraction,head space solid phase microextraction,1
plant contamination,plant contamination,plant contamination,1
Agent based,Agent based,Agent based,1
Net zero economy,Net zero economy,Net zero economy,2
Engineered wood,Engineered wood,Engineered wood,1
Medium density fibreboard,Medium density fibreboard,Medium density fibreboard,1
Eco-indicator 99 methodology,Eco-indicator 99 methodology,Eco-indicator 99 methodology,1
Nonlinear mathematical model,Nonlinear mathematical model,Nonlinear mathematical model,1
Optimization of water-energy-food-ecosystem nexus,Optimization of water-energy-food-ecosystem nexus,Optimization of water-energy-food-ecosystem nexus,1
activated carbon regeneration,activated carbon regeneration,activated carbon regeneration,1
pesticide removal,pesticide removal,pesticide removal,2
Product proximity,Product proximity,Product proximity,1
Accountants,Accountants,Accountants,1
packaging material,packaging material,packaging material,1
Black soldier fly wastes,Black soldier fly wastes,Black soldier fly wastes,1
Sustainable biowaste management,Sustainable biowaste management,Sustainable biowaste management,1
insect production,insect production,insect production,1
Assessment Methodology,Assessment Methodology,Assessment Methodology,1
Smart Specialisation,Smart Specialisation,Smart Specialisation,1
agriculture-food secondary products,agriculture-food secondary products,agriculture-food secondary products,1
applied game theory,applied game theory,applied game theory,1
economic policy analysis,economic policy analysis,economic policy analysis,1
Pleurotus,Pleurotus,Pleurotus,1
Stevioside,Stevioside,Stevioside,1
Transglycosylation,Transglycosylation,Transglycosylation,1
β-Glucan valorization,β-Glucan valorization,β-Glucan valorization,1
β-Glucanase,β-Glucanase,β-Glucanase,1
cultural historic heritage,cultural historic heritage,cultural historic heritage,1
historic centers,historic centers,historic centers,1
integrated adaptive reuse projects,integrated adaptive reuse projects,integrated adaptive reuse projects,1
‘Rifugio Diffuso’,‘Rifugio Diffuso’,‘Rifugio Diffuso’,1
complex adaptive system,complex adaptive system,complex adaptive system,1
multi-tier supply chain management,multi-tier supply chain management,multi-tier supply chain management,1
transition phases management,transition phases management,transition phases management,1
Inoculant,Inoculant,Inoculant,1
face masks,face masks,face masks,1
microporous,microporous,microporous,1
oil sorbent,oil sorbent,oil sorbent,1
pouch,pouch,pouch,1
software application,software application,software application,1
environmental-oriented principle,environmental-oriented principle,environmental-oriented principle,1
plasctic waste,plasctic waste,plasctic waste,1
sircular economy,sircular economy,sircular economy,1
life cycle management,life cycle management,life cycle management,2
box plot,box plot,box plot,1
corrplot,corrplot,corrplot,1
deflection,deflection,deflection,1
Lytag lightweight aggregate,Lytag lightweight aggregate,Lytag lightweight aggregate,1
mathematical modeling,mathematical modeling,mathematical modeling,2
optimization algorithms,optimization algorithms,optimization algorithms,1
Chemical bonding,Chemical bonding,Chemical bonding,1
High performance,High performance,High performance,1
Novel sustainability,Novel sustainability,Novel sustainability,1
One-step cell collapse,One-step cell collapse,One-step cell collapse,1
Poplar-PVC composite,Poplar-PVC composite,Poplar-PVC composite,1
Membrane assisted solvent extraction,Membrane assisted solvent extraction,Membrane assisted solvent extraction,1
Polyvinylidene fluoride hollow fiber membrane,Polyvinylidene fluoride hollow fiber membrane,Polyvinylidene fluoride hollow fiber membrane,1
Solvent recycle,Solvent recycle,Solvent recycle,1
agrowaste management,agrowaste management,agrowaste management,1
bioinoculant,bioinoculant,bioinoculant,1
monosilicic acid,monosilicic acid,monosilicic acid,1
plant stress,plant stress,plant stress,1
silicon-solubilizing microorganism,silicon-solubilizing microorganism,silicon-solubilizing microorganism,1
Informal waste-pickers,Informal waste-pickers,Informal waste-pickers,1
Urban eco-industrial development,Urban eco-industrial development,Urban eco-industrial development,1
extended provider responsibility,extended provider responsibility,extended provider responsibility,1
Quintuple helix model,Quintuple helix model,Quintuple helix model,1
Managing projects,Managing projects,Managing projects,1
9-R principles,9-R principles,9-R principles,1
integration,integration,integration,2
modular construction (MC),modular construction (MC),modular construction (MC),1
Atmosphere remediation,Atmosphere remediation,Atmosphere remediation,1
Mechanical beneficiation,Mechanical beneficiation,Mechanical beneficiation,1
Calcium carbonate precipitation,Calcium carbonate precipitation,Calcium carbonate precipitation,1
Leucine,Leucine,Leucine,2
Vaterite,Vaterite,Vaterite,1
coffee silverskin cellulose,coffee silverskin cellulose,coffee silverskin cellulose,1
colored films,colored films,colored films,1
natural pigments,natural pigments,natural pigments,2
sensory properties,sensory properties,sensory properties,1
Depth separable convolution,Depth separable convolution,Depth separable convolution,1
Garbage classification and recycling,Garbage classification and recycling,Garbage classification and recycling,1
Lightweight network,Lightweight network,Lightweight network,1
ShuffleNet v2,ShuffleNet v2,ShuffleNet v2,1
YOLOv5s,YOLOv5s,YOLOv5s,1
alloy design,alloy design,alloy design,1
high-strength steels,high-strength steels,high-strength steels,1
construction and demolition industries,construction and demolition industries,construction and demolition industries,1
e-wastes,e-wastes,e-wastes,1
recycled aggregate concrete,recycled aggregate concrete,recycled aggregate concrete,4
residual portlandite,residual portlandite,residual portlandite,1
Agri-food biowaste,Agri-food biowaste,Agri-food biowaste,1
Chemical characterization,Chemical characterization,Chemical characterization,1
Vaccinium myrtillus L,Vaccinium myrtillus L,Vaccinium myrtillus L,1
Innovation management,Innovation management,Innovation management,3
Multi correspondence analysis,Multi correspondence analysis,Multi correspondence analysis,1
Bioreactors,Bioreactors,Bioreactors,3
Leaching mechanisms,Leaching mechanisms,Leaching mechanisms,1
barrier&solution analysis,barrier&solution analysis,barrier&solution analysis,1
F-MARCOS,F-MARCOS,F-MARCOS,1
IMF-SWARA,IMF-SWARA,IMF-SWARA,1
Resource recovery business model,Resource recovery business model,Resource recovery business model,1
human-centric,human-centric,human-centric,1
industry 4.0 (I4.0),industry 4.0 (I4.0),industry 4.0 (I4.0),1
industry 5.0,industry 5.0,industry 5.0,1
Fish-waste valorization,Fish-waste valorization,Fish-waste valorization,1
Bio-waste management,Bio-waste management,Bio-waste management,1
Kinetic and thermodynamic analysis,Kinetic and thermodynamic analysis,Kinetic and thermodynamic analysis,1
corrosion,corrosion,corrosion,2
mechanical response,mechanical response,mechanical response,1
sigma phase,sigma phase,sigma phase,1
super duplex stainless steel,super duplex stainless steel,super duplex stainless steel,1
electrical and electronic waste,electrical and electronic waste,electrical and electronic waste,2
journal review,journal review,journal review,1
Bioderived nanostructures,Bioderived nanostructures,Bioderived nanostructures,1
Green biosensors,Green biosensors,Green biosensors,1
Firm partnership,Firm partnership,Firm partnership,1
German innovation survey,German innovation survey,German innovation survey,1
Main machine interaction,Main machine interaction,Main machine interaction,1
Sustainable logistics,Sustainable logistics,Sustainable logistics,1
electric furnace,electric furnace,electric furnace,1
heating of steel charge,heating of steel charge,heating of steel charge,1
scale adhesion,scale adhesion,scale adhesion,1
Product-Service System (PSS),Product-Service System (PSS),Product-Service System (PSS),1
Social media mining,Social media mining,Social media mining,1
Nitrogen extraction,Nitrogen extraction,Nitrogen extraction,1
Salmon frames,Salmon frames,Salmon frames,1
Sequential batch,Sequential batch,Sequential batch,1
Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans,1
Acidithiobacillus thiooxidans,Acidithiobacillus thiooxidans,Acidithiobacillus thiooxidans,2
blast furnace cast house dust,blast furnace cast house dust,blast furnace cast house dust,1
metallurgical dust recycling,metallurgical dust recycling,metallurgical dust recycling,1
zinc removal,zinc removal,zinc removal,1
upgradability,upgradability,upgradability,1
ceramification,ceramification,ceramification,1
ceramization,ceramization,ceramization,1
silicone oil,silicone oil,silicone oil,1
styrene-butadiene rubber,styrene-butadiene rubber,styrene-butadiene rubber,1
Biomass and biochar,Biomass and biochar,Biomass and biochar,1
Carbon-neutrality,Carbon-neutrality,Carbon-neutrality,1
Magnetizing roasting,Magnetizing roasting,Magnetizing roasting,1
ReSOLVE actions,ReSOLVE actions,ReSOLVE actions,1
Pilot scale studies,Pilot scale studies,Pilot scale studies,1
Waste to bioenergy,Waste to bioenergy,Waste to bioenergy,1
Lived experiences,Lived experiences,Lived experiences,2
Territorial approach,Territorial approach,Territorial approach,1
Vacant housing,Vacant housing,Vacant housing,1
Al nanopowder,Al nanopowder,Al nanopowder,1
drugs packaging,drugs packaging,drugs packaging,1
Fe nanopowder,Fe nanopowder,Fe nanopowder,1
Mediation,Mediation,Mediation,1
Supply chain management capabilities,Supply chain management capabilities,Supply chain management capabilities,1
Microscopic analysis,Microscopic analysis,Microscopic analysis,1
Pore structures,Pore structures,Pore structures,1
Strategic roadmap,Strategic roadmap,Strategic roadmap,1
ceramic waste aggregate,ceramic waste aggregate,ceramic waste aggregate,1
Circular business model or networks,Circular business model or networks,Circular business model or networks,1
R framework or strategies,R framework or strategies,R framework or strategies,1
global warming impact,global warming impact,global warming impact,1
post-consumer recycling,post-consumer recycling,post-consumer recycling,1
post-industrial recycling,post-industrial recycling,post-industrial recycling,1
bio-residues,bio-residues,bio-residues,1
greenhouse trial,greenhouse trial,greenhouse trial,1
soil biological activity,soil biological activity,soil biological activity,1
Plastic transformation,Plastic transformation,Plastic transformation,1
Valued chemicals,Valued chemicals,Valued chemicals,1
Agricultural waste valuation,Agricultural waste valuation,Agricultural waste valuation,1
Juglans regia,Juglans regia,Juglans regia,2
Olea europea,Olea europea,Olea europea,1
Remoción de cobre,Remoción de cobre,Remoción de cobre,1
Valoración de residuos agrícolas,Valoración de residuos agrícolas,Valoración de residuos agrícolas,1
Sugar industry residue,Sugar industry residue,Sugar industry residue,1
design tools,design tools,design tools,1
Alkaline waste,Alkaline waste,Alkaline waste,1
Waste-to-resources,Waste-to-resources,Waste-to-resources,3
Biomass ash compost,Biomass ash compost,Biomass ash compost,1
Root carbon,Root carbon,Root carbon,1
Solid bio fuel,Solid bio fuel,Solid bio fuel,1
Circular economy e-business model,Circular economy e-business model,Circular economy e-business model,1
Software application development,Software application development,Software application development,1
battery design,battery design,battery design,1
easily recyclable batteries,easily recyclable batteries,easily recyclable batteries,1
LiFeMnPO<sub>4</sub>,LiFeMnPO<sub>4</sub>,LiFeMnPO<sub>4</sub>,1
Coal gasification fine slag,Coal gasification fine slag,Coal gasification fine slag,1
Hierarchical activated carbon,Hierarchical activated carbon,Hierarchical activated carbon,1
Mesoporous silica microspheres,Mesoporous silica microspheres,Mesoporous silica microspheres,1
Methyl blue,Methyl blue,Methyl blue,1
Circular Economy Ecosystems,Circular Economy Ecosystems,Circular Economy Ecosystems,1
Co-becoming,Co-becoming,Co-becoming,1
Human–More-than-human,Human–More-than-human,Human–More-than-human,1
Relational Frictions,Relational Frictions,Relational Frictions,1
Sociotechnical-Ecological Transformation,Sociotechnical-Ecological Transformation,Sociotechnical-Ecological Transformation,1
And Bisphenol-polycarbonate wastes,And Bisphenol-polycarbonate wastes,And Bisphenol-polycarbonate wastes,1
